indicador;nombre de indicador;a?o;ccaa;sexo;valor;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Pa?s Vasco (PV);total;3.87;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Navarra, C. Foral de (NC);total;4.71;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Murcia, Regi?n de (MC);total;5.85;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Madrid, Comunidad de (MD);total;5.41;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Galicia (GA);total;5.84;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Extremadura (EX);total;6.74;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Comunitat Valenciana (VC);total;4.7;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Catalu?a (CT);total;4.16;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Castilla - La Mancha (CM);total;7.29;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Castilla y Le?n (CL);total;7.94;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Cantabria (CB);total;5.91;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Canarias (CN);total;5.43;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Balears, Illes (IB);total;4.28;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Asturias, Principado de (AS);total;4.72;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Arag?n (AR);total;5.17;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2010;Andaluc?a (AN);total;6.38;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Espa?a (ES);total;5.56;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Melilla (ML);total;6.18;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Ceuta (CE);total;5.17;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;La Rioja (RI);total;5.16;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Pa?s Vasco (PV);total;3.92;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Navarra, C. Foral de (NC);total;5.23;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Murcia, Regi?n de (MC);total;5.93;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Madrid, Comunidad de (MD);total;5.66;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Galicia (GA);total;6.09;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Extremadura (EX);total;8.34;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Comunitat Valenciana (VC);total;5.0;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Catalu?a (CT);total;3.35;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Castilla - La Mancha (CM);total;6.97;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Castilla y Le?n (CL);total;7.82;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Cantabria (CB);total;5.77;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Canarias (CN);total;5.68;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Balears, Illes (IB);total;4.4;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Asturias, Principado de (AS);total;5.26;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Arag?n (AR);total;4.69;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2009;Andaluc?a (AN);total;7.12;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Espa?a (ES);total;6.1;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Melilla (ML);total;6.16;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Ceuta (CE);total;5.25;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;La Rioja (RI);total;4.5;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Pa?s Vasco (PV);total;4.68;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Navarra, C. Foral de (NC);total;5.38;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Murcia, Regi?n de (MC);total;5.83;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Madrid, Comunidad de (MD);total;5.53;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Galicia (GA);total;6.47;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Extremadura (EX);total;8.43;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Comunitat Valenciana (VC);total;4.73;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Castilla - La Mancha (CM);total;7.13;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Castilla y Le?n (CL);total;7.79;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Cantabria (CB);total;5.81;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Canarias (CN);total;5.74;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Balears, Illes (IB);total;4.62;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Asturias, Principado de (AS);total;5.65;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Arag?n (AR);total;5.49;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2008;Andaluc?a (AN);total;7.27;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Espa?a (ES);total;5.96;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Melilla (ML);total;5.79;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Ceuta (CE);total;5.24;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;La Rioja (RI);total;4.22;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Pa?s Vasco (PV);total;4.65;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Navarra, C. Foral de (NC);total;5.4;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Murcia, Regi?n de (MC);total;5.62;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Madrid, Comunidad de (MD);total;5.51;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Galicia (GA);total;6.27;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Extremadura (EX);total;8.9;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Comunitat Valenciana (VC);total;3.84;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Castilla - La Mancha (CM);total;6.75;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Castilla y Le?n (CL);total;7.7;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Cantabria (CB);total;5.66;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Canarias (CN);total;5.66;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Balears, Illes (IB);total;4.39;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Asturias, Principado de (AS);total;5.76;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Arag?n (AR);total;5.85;
5000;Frecuentaci?n en medicina de atenci?n primaria por persona asignada/a?o;2007;Andaluc?a (AN);total;7.43;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Espa?a (ES);total;5.701025829632417;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Melilla (ML);total;5.934542922810075;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Ceuta (CE);total;5.082330332317186;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;La Rioja (RI);total;5.219450633022878;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Pa?s Vasco (PV);total;5.3402673697258995;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Navarra, C. Foral de (NC);total;5.616192477556686;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Murcia, Regi?n de (MC);total;5.8347785946394;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Madrid, Comunidad de (MD);total;5.535995509117783;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Galicia (GA);total;6.190939433922067;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Extremadura (EX);total;5.699349768208284;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Comunitat Valenciana (VC);total;5.134033437268067;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Catalu?a (CT);total;5.111564268309649;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Castilla - La Mancha (CM);total;5.8226698608757275;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Castilla y Le?n (CL);total;5.933068543238889;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Cantabria (CB);total;5.727472125299321;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Canarias (CN);total;6.459526494653846;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Balears, Illes (IB);total;5.7320353319943855;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Asturias, Principado de (AS);total;6.015694132577047;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Arag?n (AR);total;6.003467404818511;
5710;Estancia media ajustada por la casu?stica (EMAC);2018;Andaluc?a (AN);total;5.8524265054651785;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Espa?a (ES);total;5.720890794665327;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Melilla (ML);total;5.858008558909938;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Ceuta (CE);total;5.194993684069298;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;La Rioja (RI);total;5.558872310483991;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Pa?s Vasco (PV);total;5.392332407406531;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Navarra, C. Foral de (NC);total;5.639797313640262;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Murcia, Regi?n de (MC);total;5.884232128755162;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Madrid, Comunidad de (MD);total;5.564575541129618;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Galicia (GA);total;6.096576107978275;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Extremadura (EX);total;5.68584340156566;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Comunitat Valenciana (VC);total;5.095359231923397;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Catalu?a (CT);total;5.181279718218673;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Castilla - La Mancha (CM);total;5.842926901473251;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Castilla y Le?n (CL);total;5.7656724119505744;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Cantabria (CB);total;5.68461729451592;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Canarias (CN);total;6.682805438995374;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Balears, Illes (IB);total;5.614682406321744;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Asturias, Principado de (AS);total;6.064563036896046;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Arag?n (AR);total;5.9733144155130535;
5710;Estancia media ajustada por la casu?stica (EMAC);2017;Andaluc?a (AN);total;5.832387427331847;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Espa?a (ES);total;5.745331522899256;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Melilla (ML);total;5.92718034297691;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Ceuta (CE);total;5.148413685369724;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;La Rioja (RI);total;5.4957576715633865;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Pa?s Vasco (PV);total;5.449016850971362;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Navarra, C. Foral de (NC);total;5.720141559965925;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Murcia, Regi?n de (MC);total;5.72553905204907;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Madrid, Comunidad de (MD);total;5.898014104760574;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Galicia (GA);total;6.019680873175641;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Extremadura (EX);total;5.758269921096185;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Comunitat Valenciana (VC);total;5.148853239688388;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Catalu?a (CT);total;5.18651460099532;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Castilla - La Mancha (CM);total;5.884631666925272;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Castilla y Le?n (CL);total;5.796187339622421;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Cantabria (CB);total;5.614850351733883;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Canarias (CN);total;6.343903729772945;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Asturias, Principado de (AS);total;6.115446309490178;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Arag?n (AR);total;6.031111828099796;
5710;Estancia media ajustada por la casu?stica (EMAC);2016;Andaluc?a (AN);total;5.865417097515974;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Espa?a (ES);total;5.84291422857355;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Melilla (ML);total;6.06578524768371;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Ceuta (CE);total;5.46409753251059;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;La Rioja (RI);total;5.48719061159133;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Pa?s Vasco (PV);total;5.53499486637479;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Navarra, C. Foral de (NC);total;5.95811962750168;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Murcia, Regi?n de (MC);total;5.89685469459205;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Madrid, Comunidad de (MD);total;5.55516180326356;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Galicia (GA);total;6.38272296674462;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Extremadura (EX);total;5.87865302744189;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Comunitat Valenciana (VC);total;5.36548697109478;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Catalu?a (CT);total;5.24608526712168;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Castilla - La Mancha (CM);total;5.8194870193221;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Castilla y Le?n (CL);total;5.97269013892159;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Cantabria (CB);total;5.92098296688732;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Canarias (CN);total;6.44546131822046;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Balears, Illes (IB);total;5.50775338629993;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Asturias, Principado de (AS);total;6.33893545264825;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Arag?n (AR);total;6.15131140150918;
5710;Estancia media ajustada por la casu?stica (EMAC);2015;Andaluc?a (AN);total;5.98144027171257;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Espa?a (ES);total;5.765770048402071;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Melilla (ML);total;5.9859662547008865;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Ceuta (CE);total;5.270223173712513;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;La Rioja (RI);total;5.403225912555979;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Pa?s Vasco (PV);total;5.571513464852085;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Navarra, C. Foral de (NC);total;5.843680437138622;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Murcia, Regi?n de (MC);total;5.807680032831213;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Madrid, Comunidad de (MD);total;5.606817277266379;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Galicia (GA);total;6.352731972665321;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Extremadura (EX);total;5.891833335378927;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Comunitat Valenciana (VC);total;5.322911632674513;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Catalu?a (CT);total;5.261793001990377;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Castilla - La Mancha (CM);total;5.777233151315078;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Castilla y Le?n (CL);total;5.950124279907235;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Cantabria (CB);total;5.81954704707569;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Canarias (CN);total;6.447418615923757;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Balears, Illes (IB);total;5.519950304790535;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Asturias, Principado de (AS);total;6.277699173191392;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Arag?n (AR);total;6.210882250962763;
5710;Estancia media ajustada por la casu?stica (EMAC);2014;Andaluc?a (AN);total;5.9261465605207695;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Espa?a (ES);total;5.68;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Melilla (ML);total;5.92;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Ceuta (CE);total;5.44;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;La Rioja (RI);total;5.47;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Pa?s Vasco (PV);total;5.63;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Navarra, C. Foral de (NC);total;5.9;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Murcia, Regi?n de (MC);total;5.84;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Madrid, Comunidad de (MD);total;5.66;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Galicia (GA);total;6.47;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Extremadura (EX);total;5.95;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Comunitat Valenciana (VC);total;5.21;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Catalu?a (CT);total;5.24;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Castilla - La Mancha (CM);total;5.83;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Castilla y Le?n (CL);total;6.05;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Cantabria (CB);total;5.77;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Canarias (CN);total;6.49;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Balears, Illes (IB);total;5.51;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Asturias, Principado de (AS);total;6.42;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Arag?n (AR);total;6.24;
5710;Estancia media ajustada por la casu?stica (EMAC);2013;Andaluc?a (AN);total;6.01;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Espa?a (ES);total;5.75;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Melilla (ML);total;6.23;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Ceuta (CE);total;5.53;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;La Rioja (RI);total;5.41;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Pa?s Vasco (PV);total;5.74;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Navarra, C. Foral de (NC);total;5.89;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Murcia, Regi?n de (MC);total;5.88;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Madrid, Comunidad de (MD);total;5.82;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Galicia (GA);total;6.55;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Extremadura (EX);total;5.95;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Comunitat Valenciana (VC);total;5.32;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Catalu?a (CT);total;5.25;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Castilla - La Mancha (CM);total;5.98;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Castilla y Le?n (CL);total;6.19;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Cantabria (CB);total;5.76;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Canarias (CN);total;6.68;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Balears, Illes (IB);total;5.58;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Asturias, Principado de (AS);total;6.4;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Arag?n (AR);total;6.27;
5710;Estancia media ajustada por la casu?stica (EMAC);2012;Andaluc?a (AN);total;6.04;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Espa?a (ES);total;5.89;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Melilla (ML);total;6.03;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Ceuta (CE);total;5.43;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;La Rioja (RI);total;5.44;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Pa?s Vasco (PV);total;5.86;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Navarra, C. Foral de (NC);total;5.88;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Murcia, Regi?n de (MC);total;6.02;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Madrid, Comunidad de (MD);total;5.93;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Galicia (GA);total;6.69;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Extremadura (EX);total;6.0;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Comunitat Valenciana (VC);total;5.41;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Catalu?a (CT);total;5.32;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Castilla - La Mancha (CM);total;5.86;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Castilla y Le?n (CL);total;6.27;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Cantabria (CB);total;5.89;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Canarias (CN);total;6.65;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Balears, Illes (IB);total;5.66;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Asturias, Principado de (AS);total;6.38;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Arag?n (AR);total;6.35;
5710;Estancia media ajustada por la casu?stica (EMAC);2011;Andaluc?a (AN);total;6.05;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Espa?a (ES);total;6.01;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Melilla (ML);total;6.25;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Ceuta (CE);total;5.94;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;La Rioja (RI);total;5.55;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Pa?s Vasco (PV);total;5.96;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Navarra, C. Foral de (NC);total;6.01;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Murcia, Regi?n de (MC);total;6.05;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Madrid, Comunidad de (MD);total;6.07;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Galicia (GA);total;6.81;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Extremadura (EX);total;6.17;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Comunitat Valenciana (VC);total;5.48;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Catalu?a (CT);total;5.52;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Castilla - La Mancha (CM);total;5.95;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Castilla y Le?n (CL);total;6.29;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Cantabria (CB);total;6.01;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Canarias (CN);total;6.62;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Balears, Illes (IB);total;5.72;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Asturias, Principado de (AS);total;6.55;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Arag?n (AR);total;6.47;
5710;Estancia media ajustada por la casu?stica (EMAC);2010;Andaluc?a (AN);total;6.23;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Espa?a (ES);total;6.04;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Melilla (ML);total;6.17;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Ceuta (CE);total;5.86;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;La Rioja (RI);total;5.64;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Pa?s Vasco (PV);total;6.03;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Navarra, C. Foral de (NC);total;6.19;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Murcia, Regi?n de (MC);total;6.18;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Madrid, Comunidad de (MD);total;6.19;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Galicia (GA);total;6.92;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Extremadura (EX);total;6.25;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Comunitat Valenciana (VC);total;5.62;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Catalu?a (CT);total;5.52;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Castilla - La Mancha (CM);total;5.98;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Castilla y Le?n (CL);total;6.38;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Cantabria (CB);total;6.04;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Canarias (CN);total;6.74;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Balears, Illes (IB);total;5.8;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Asturias, Principado de (AS);total;6.7;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Arag?n (AR);total;6.58;
5710;Estancia media ajustada por la casu?stica (EMAC);2009;Andaluc?a (AN);total;6.3;
5710;Estancia media ajustada por la casu?stica (EMAC);2008;Espa?a (ES);total;6.17;
5710;Estancia media ajustada por la casu?stica (EMAC);2008;Melilla (ML);total;6.07;
5710;Estancia media ajustada por la casu?stica (EMAC);2008;Ceuta (CE);total;5.47;
