Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Ciudad Real;Actos quirúrgicos/quirófano;1993;798,59
Ciudad Real;Actos quirúrgicos/quirófano;1992;822,44
Ciudad Real;Actos quirúrgicos/quirófano;1991;815,18
Ciudad Real;Partos/camas de obstetricia;2000;..
Ciudad Real;Partos/camas de obstetricia;1999;..
Ciudad Real;Partos/camas de obstetricia;1998;..
Ciudad Real;Partos/camas de obstetricia;1997;49,00
Ciudad Real;Partos/camas de obstetricia;1996;52,01
Ciudad Real;Partos/camas de obstetricia;1995;55,73
Ciudad Real;Partos/camas de obstetricia;1994;44,98
Ciudad Real;Partos/camas de obstetricia;1993;47,64
Ciudad Real;Partos/camas de obstetricia;1992;43,02
Ciudad Real;Partos/camas de obstetricia;1991;44,99
Ciudad Real;Necropsias/1.000 fallecidos;2000;..
Ciudad Real;Necropsias/1.000 fallecidos;1999;..
Ciudad Real;Necropsias/1.000 fallecidos;1998;..
Ciudad Real;Necropsias/1.000 fallecidos;1997;19,29
Ciudad Real;Necropsias/1.000 fallecidos;1996;18,66
Ciudad Real;Necropsias/1.000 fallecidos;1995;24,88
Ciudad Real;Necropsias/1.000 fallecidos;1994;11,28
Ciudad Real;Necropsias/1.000 fallecidos;1993;22,40
Ciudad Real;Necropsias/1.000 fallecidos;1992;19,39
Ciudad Real;Necropsias/1.000 fallecidos;1991;29,41
Cuenca;Grado de ocupación;2000;..
Cuenca;Grado de ocupación;1999;..
Cuenca;Grado de ocupación;1998;..
Cuenca;Grado de ocupación;1997;72,28
Cuenca;Grado de ocupación;1996;78,46
Cuenca;Grado de ocupación;1995;74,61
Cuenca;Grado de ocupación;1994;66,72
Cuenca;Grado de ocupación;1993;69,35
Cuenca;Grado de ocupación;1992;74,64
Cuenca;Grado de ocupación;1991;69,37
Cuenca;Promedio de estancias/enfermo;2000;..
Cuenca;Promedio de estancias/enfermo;1999;..
Cuenca;Promedio de estancias/enfermo;1998;..
Cuenca;Promedio de estancias/enfermo;1997;7,86
Cuenca;Promedio de estancias/enfermo;1996;8,33
Cuenca;Promedio de estancias/enfermo;1995;8,58
Cuenca;Promedio de estancias/enfermo;1994;8,30
Cuenca;Promedio de estancias/enfermo;1993;8,20
Cuenca;Promedio de estancias/enfermo;1992;11,14
Cuenca;Promedio de estancias/enfermo;1991;11,10
Cuenca;Índice de rotación;2000;..
Cuenca;Índice de rotación;1999;..
Cuenca;Índice de rotación;1998;..
Cuenca;Índice de rotación;1997;33,56
Cuenca;Índice de rotación;1996;34,39
Cuenca;Índice de rotación;1995;31,74
Cuenca;Índice de rotación;1994;29,33
Cuenca;Índice de rotación;1993;30,87
Cuenca;Índice de rotación;1992;24,46
Cuenca;Índice de rotación;1991;22,80
Cuenca;Actos quirúrgicos/quirófano;2000;..
Cuenca;Actos quirúrgicos/quirófano;1999;..
Cuenca;Actos quirúrgicos/quirófano;1998;..
Cuenca;Actos quirúrgicos/quirófano;1997;729,64
Cuenca;Actos quirúrgicos/quirófano;1996;660,27
Cuenca;Actos quirúrgicos/quirófano;1995;618,80
Cuenca;Actos quirúrgicos/quirófano;1994;489,23
Cuenca;Actos quirúrgicos/quirófano;1993;601,55
Cuenca;Actos quirúrgicos/quirófano;1992;478,23
Cuenca;Actos quirúrgicos/quirófano;1991;447,43
Cuenca;Partos/camas de obstetricia;2000;..
Cuenca;Partos/camas de obstetricia;1999;..
Cuenca;Partos/camas de obstetricia;1998;..
Cuenca;Partos/camas de obstetricia;1997;36,44
Cuenca;Partos/camas de obstetricia;1996;33,69
Cuenca;Partos/camas de obstetricia;1995;39,06
Cuenca;Partos/camas de obstetricia;1994;31,93
Cuenca;Partos/camas de obstetricia;1993;38,54
Cuenca;Partos/camas de obstetricia;1992;43,30
Cuenca;Partos/camas de obstetricia;1991;37,00
Cuenca;Necropsias/1.000 fallecidos;2000;..
Cuenca;Necropsias/1.000 fallecidos;1999;..
Cuenca;Necropsias/1.000 fallecidos;1998;..
Cuenca;Necropsias/1.000 fallecidos;1997;34,40
Cuenca;Necropsias/1.000 fallecidos;1996;26,26
Cuenca;Necropsias/1.000 fallecidos;1995;43,08
Cuenca;Necropsias/1.000 fallecidos;1994;5,25
Cuenca;Necropsias/1.000 fallecidos;1993;12,35
Cuenca;Necropsias/1.000 fallecidos;1992;33,90
Cuenca;Necropsias/1.000 fallecidos;1991;29,41
Guadalajara;Grado de ocupación;2000;..
Guadalajara;Grado de ocupación;1999;..
Guadalajara;Grado de ocupación;1998;..
Guadalajara;Grado de ocupación;1997;83,30
Guadalajara;Grado de ocupación;1996;82,24
Guadalajara;Grado de ocupación;1995;83,79
Guadalajara;Grado de ocupación;1994;75,90
Guadalajara;Grado de ocupación;1993;80,37
Guadalajara;Grado de ocupación;1992;81,18
Guadalajara;Grado de ocupación;1991;74,00
Guadalajara;Promedio de estancias/enfermo;2000;..
Guadalajara;Promedio de estancias/enfermo;1999;..
Guadalajara;Promedio de estancias/enfermo;1998;..
Guadalajara;Promedio de estancias/enfermo;1997;20,03
Guadalajara;Promedio de estancias/enfermo;1996;20,59
Guadalajara;Promedio de estancias/enfermo;1995;18,86
Guadalajara;Promedio de estancias/enfermo;1994;20,17
Guadalajara;Promedio de estancias/enfermo;1993;21,60
Guadalajara;Promedio de estancias/enfermo;1992;23,30
Guadalajara;Promedio de estancias/enfermo;1991;22,75
Guadalajara;Índice de rotación;2000;..
Guadalajara;Índice de rotación;1999;..
Guadalajara;Índice de rotación;1998;..
Guadalajara;Índice de rotación;1997;15,18
Guadalajara;Índice de rotación;1996;14,58
Guadalajara;Índice de rotación;1995;16,22
Guadalajara;Índice de rotación;1994;13,73
Guadalajara;Índice de rotación;1993;13,58
Guadalajara;Índice de rotación;1992;12,71
Guadalajara;Índice de rotación;1991;11,87
Guadalajara;Actos quirúrgicos/quirófano;2000;..
Guadalajara;Actos quirúrgicos/quirófano;1999;..
Guadalajara;Actos quirúrgicos/quirófano;1998;..
Guadalajara;Actos quirúrgicos/quirófano;1997;680,18
Guadalajara;Actos quirúrgicos/quirófano;1996;455,50
Guadalajara;Actos quirúrgicos/quirófano;1995;604,64
Guadalajara;Actos quirúrgicos/quirófano;1994;524,67
Guadalajara;Actos quirúrgicos/quirófano;1993;707,27
Guadalajara;Actos quirúrgicos/quirófano;1992;605,64
Guadalajara;Actos quirúrgicos/quirófano;1991;566,00
Guadalajara;Partos/camas de obstetricia;2000;..
Guadalajara;Partos/camas de obstetricia;1999;..
Guadalajara;Partos/camas de obstetricia;1998;..
Guadalajara;Partos/camas de obstetricia;1997;43,48
Guadalajara;Partos/camas de obstetricia;1996;46,11
Guadalajara;Partos/camas de obstetricia;1995;39,69
Guadalajara;Partos/camas de obstetricia;1994;38,34
Guadalajara;Partos/camas de obstetricia;1993;41,52
Guadalajara;Partos/camas de obstetricia;1992;43,42
Guadalajara;Partos/camas de obstetricia;1991;36,20
Guadalajara;Necropsias/1.000 fallecidos;2000;..
Guadalajara;Necropsias/1.000 fallecidos;1999;..
Guadalajara;Necropsias/1.000 fallecidos;1998;..
Guadalajara;Necropsias/1.000 fallecidos;1997;42,04
Guadalajara;Necropsias/1.000 fallecidos;1996;20,16
Guadalajara;Necropsias/1.000 fallecidos;1995;19,10
Guadalajara;Necropsias/1.000 fallecidos;1994;59,32
Guadalajara;Necropsias/1.000 fallecidos;1993;52,21
Guadalajara;Necropsias/1.000 fallecidos;1992;91,81
Guadalajara;Necropsias/1.000 fallecidos;1991;63,11
Toledo;Grado de ocupación;2000;..
Toledo;Grado de ocupación;1999;..
Toledo;Grado de ocupación;1998;..
Toledo;Grado de ocupación;1997;80,48
Toledo;Grado de ocupación;1996;84,81
Toledo;Grado de ocupación;1995;86,19
Toledo;Grado de ocupación;1994;83,86
Toledo;Grado de ocupación;1993;81,11
Toledo;Grado de ocupación;1992;81,71
Toledo;Grado de ocupación;1991;77,39
Toledo;Promedio de estancias/enfermo;2000;..
Toledo;Promedio de estancias/enfermo;1999;..
Toledo;Promedio de estancias/enfermo;1998;..
Toledo;Promedio de estancias/enfermo;1997;10,54
Toledo;Promedio de estancias/enfermo;1996;10,88
Toledo;Promedio de estancias/enfermo;1995;11,63
Toledo;Promedio de estancias/enfermo;1994;11,19
Toledo;Promedio de estancias/enfermo;1993;11,43
Toledo;Promedio de estancias/enfermo;1992;11,54
Toledo;Promedio de estancias/enfermo;1991;11,79
Toledo;Índice de rotación;2000;..
Toledo;Índice de rotación;1999;..
Toledo;Índice de rotación;1998;..
Toledo;Índice de rotación;1997;27,87
Toledo;Índice de rotación;1996;28,46
Toledo;Índice de rotación;1995;27,05
Toledo;Índice de rotación;1994;27,36
Toledo;Índice de rotación;1993;25,91
Toledo;Índice de rotación;1992;25,85
Toledo;Índice de rotación;1991;23,96
Toledo;Actos quirúrgicos/quirófano;2000;..
Toledo;Actos quirúrgicos/quirófano;1999;..
Toledo;Actos quirúrgicos/quirófano;1998;..
Toledo;Actos quirúrgicos/quirófano;1997;1.376,18
Toledo;Actos quirúrgicos/quirófano;1996;1.310,61
Toledo;Actos quirúrgicos/quirófano;1995;983,70
Toledo;Actos quirúrgicos/quirófano;1994;951,88
Toledo;Actos quirúrgicos/quirófano;1993;1.080,55
Toledo;Actos quirúrgicos/quirófano;1992;897,64
Toledo;Actos quirúrgicos/quirófano;1991;898,44
Toledo;Partos/camas de obstetricia;2000;..
Toledo;Partos/camas de obstetricia;1999;..
Toledo;Partos/camas de obstetricia;1998;..
Toledo;Partos/camas de obstetricia;1997;47,81
Toledo;Partos/camas de obstetricia;1996;47,49
Toledo;Partos/camas de obstetricia;1995;53,29
Toledo;Partos/camas de obstetricia;1994;62,87
Toledo;Partos/camas de obstetricia;1993;61,74
Toledo;Partos/camas de obstetricia;1992;55,32
Toledo;Partos/camas de obstetricia;1991;53,55
Toledo;Necropsias/1.000 fallecidos;2000;..
Toledo;Necropsias/1.000 fallecidos;1999;..
Toledo;Necropsias/1.000 fallecidos;1998;..
Toledo;Necropsias/1.000 fallecidos;1997;55,59
Toledo;Necropsias/1.000 fallecidos;1996;47,48
Toledo;Necropsias/1.000 fallecidos;1995;54,39
Toledo;Necropsias/1.000 fallecidos;1994;77,68
Toledo;Necropsias/1.000 fallecidos;1993;78,59
Toledo;Necropsias/1.000 fallecidos;1992;108,63
Toledo;Necropsias/1.000 fallecidos;1991;110,54
Cataluña;Grado de ocupación;2000;..
Cataluña;Grado de ocupación;1999;..
Cataluña;Grado de ocupación;1998;..
Cataluña;Grado de ocupación;1997;83,92
Cataluña;Grado de ocupación;1996;83,97
Cataluña;Grado de ocupación;1995;83,13
Cataluña;Grado de ocupación;1994;82,50
Cataluña;Grado de ocupación;1993;83,76
Cataluña;Grado de ocupación;1992;82,47
Cataluña;Grado de ocupación;1991;81,76
Cataluña;Promedio de estancias/enfermo;2000;..
Cataluña;Promedio de estancias/enfermo;1999;..
Cataluña;Promedio de estancias/enfermo;1998;..
Cataluña;Promedio de estancias/enfermo;1997;10,92
Cataluña;Promedio de estancias/enfermo;1996;11,23
Cataluña;Promedio de estancias/enfermo;1995;11,49
Cataluña;Promedio de estancias/enfermo;1994;11,89
Cataluña;Promedio de estancias/enfermo;1993;12,54
Cataluña;Promedio de estancias/enfermo;1992;12,49
Cataluña;Promedio de estancias/enfermo;1991;12,96
Cataluña;Índice de rotación;2000;..
Cataluña;Índice de rotación;1999;..
Cataluña;Índice de rotación;1998;..
Cataluña;Índice de rotación;1997;28,05
Cataluña;Índice de rotación;1996;27,29
Cataluña;Índice de rotación;1995;26,40
Cataluña;Índice de rotación;1994;25,33
Cataluña;Índice de rotación;1993;24,37
Cataluña;Índice de rotación;1992;24,10
Cataluña;Índice de rotación;1991;23,02
Cataluña;Actos quirúrgicos/quirófano;2000;..
Cataluña;Actos quirúrgicos/quirófano;1999;..
Cataluña;Actos quirúrgicos/quirófano;1998;..
Cataluña;Actos quirúrgicos/quirófano;1997;982,63
Cataluña;Actos quirúrgicos/quirófano;1996;974,41
Cataluña;Actos quirúrgicos/quirófano;1995;932,02
Cataluña;Actos quirúrgicos/quirófano;1994;789,16
Cataluña;Actos quirúrgicos/quirófano;1993;750,21
Cataluña;Actos quirúrgicos/quirófano;1992;751,55
Cataluña;Actos quirúrgicos/quirófano;1991;784,81
Cataluña;Partos/camas de obstetricia;2000;..
Cataluña;Partos/camas de obstetricia;1999;..
Cataluña;Partos/camas de obstetricia;1998;..
Cataluña;Partos/camas de obstetricia;1997;49,38
Cataluña;Partos/camas de obstetricia;1996;46,32
Cataluña;Partos/camas de obstetricia;1995;45,51
Cataluña;Partos/camas de obstetricia;1994;44,28
Cataluña;Partos/camas de obstetricia;1993;43,13
Cataluña;Partos/camas de obstetricia;1992;43,80
Cataluña;Partos/camas de obstetricia;1991;41,77
Cataluña;Necropsias/1.000 fallecidos;2000;..
Cataluña;Necropsias/1.000 fallecidos;1999;..
Cataluña;Necropsias/1.000 fallecidos;1998;..
Cataluña;Necropsias/1.000 fallecidos;1997;61,68
Cataluña;Necropsias/1.000 fallecidos;1996;62,39
Cataluña;Necropsias/1.000 fallecidos;1995;62,57
Cataluña;Necropsias/1.000 fallecidos;1994;71,38
Cataluña;Necropsias/1.000 fallecidos;1993;64,75
Cataluña;Necropsias/1.000 fallecidos;1992;79,49
Cataluña;Necropsias/1.000 fallecidos;1991;81,94
Barcelona;Grado de ocupación;2000;..
Barcelona;Grado de ocupación;1999;..
Barcelona;Grado de ocupación;1998;..
Barcelona;Grado de ocupación;1997;84,15
Barcelona;Grado de ocupación;1996;84,52
Barcelona;Grado de ocupación;1995;83,54
Barcelona;Grado de ocupación;1994;82,91
Barcelona;Grado de ocupación;1993;84,17
Barcelona;Grado de ocupación;1992;82,93
Barcelona;Grado de ocupación;1991;82,56
Barcelona;Promedio de estancias/enfermo;2000;..
Barcelona;Promedio de estancias/enfermo;1999;..
Barcelona;Promedio de estancias/enfermo;1998;..
Barcelona;Promedio de estancias/enfermo;1997;10,48
Barcelona;Promedio de estancias/enfermo;1996;10,57
Barcelona;Promedio de estancias/enfermo;1995;10,88
Barcelona;Promedio de estancias/enfermo;1994;11,30
Barcelona;Promedio de estancias/enfermo;1993;11,76
Barcelona;Promedio de estancias/enfermo;1992;11,66
Barcelona;Promedio de estancias/enfermo;1991;12,13
Barcelona;Índice de rotación;2000;..
Barcelona;Índice de rotación;1999;..
Barcelona;Índice de rotación;1998;..
Barcelona;Índice de rotación;1997;29,31
Barcelona;Índice de rotación;1996;29,18
Barcelona;Índice de rotación;1995;28,04
Barcelona;Índice de rotación;1994;26,78
Barcelona;Índice de rotación;1993;26,12
Barcelona;Índice de rotación;1992;25,96
Barcelona;Índice de rotación;1991;24,85
Barcelona;Actos quirúrgicos/quirófano;2000;..
Barcelona;Actos quirúrgicos/quirófano;1999;..
Barcelona;Actos quirúrgicos/quirófano;1998;..
Barcelona;Actos quirúrgicos/quirófano;1997;985,67
Barcelona;Actos quirúrgicos/quirófano;1996;990,33
Barcelona;Actos quirúrgicos/quirófano;1995;945,38
Barcelona;Actos quirúrgicos/quirófano;1994;795,92
Barcelona;Actos quirúrgicos/quirófano;1993;749,37
Barcelona;Actos quirúrgicos/quirófano;1992;766,09
Barcelona;Actos quirúrgicos/quirófano;1991;808,23
Barcelona;Partos/camas de obstetricia;2000;..
Barcelona;Partos/camas de obstetricia;1999;..
Barcelona;Partos/camas de obstetricia;1998;..
Barcelona;Partos/camas de obstetricia;1997;51,15
Barcelona;Partos/camas de obstetricia;1996;47,65
Barcelona;Partos/camas de obstetricia;1995;46,65
Barcelona;Partos/camas de obstetricia;1994;44,86
Barcelona;Partos/camas de obstetricia;1993;43,09
Barcelona;Partos/camas de obstetricia;1992;44,91
Barcelona;Partos/camas de obstetricia;1991;42,14
Barcelona;Necropsias/1.000 fallecidos;2000;..
Barcelona;Necropsias/1.000 fallecidos;1999;..
Barcelona;Necropsias/1.000 fallecidos;1998;..
Barcelona;Necropsias/1.000 fallecidos;1997;66,09
Barcelona;Necropsias/1.000 fallecidos;1996;67,68
Barcelona;Necropsias/1.000 fallecidos;1995;68,64
Barcelona;Necropsias/1.000 fallecidos;1994;74,37
Barcelona;Necropsias/1.000 fallecidos;1993;67,37
Barcelona;Necropsias/1.000 fallecidos;1992;86,16
Barcelona;Necropsias/1.000 fallecidos;1991;88,05
Girona;Grado de ocupación;2000;..
Girona;Grado de ocupación;1999;..
Girona;Grado de ocupación;1998;..
Girona;Grado de ocupación;1997;84,54
Girona;Grado de ocupación;1996;83,50
Girona;Grado de ocupación;1995;82,70
Girona;Grado de ocupación;1994;82,72
Girona;Grado de ocupación;1993;85,38
Girona;Grado de ocupación;1992;85,45
Girona;Grado de ocupación;1991;84,73
Girona;Promedio de estancias/enfermo;2000;..
Girona;Promedio de estancias/enfermo;1999;..
Girona;Promedio de estancias/enfermo;1998;..
Girona;Promedio de estancias/enfermo;1997;11,62
Girona;Promedio de estancias/enfermo;1996;11,77
Girona;Promedio de estancias/enfermo;1995;12,04
Girona;Promedio de estancias/enfermo;1994;12,39
Girona;Promedio de estancias/enfermo;1993;14,54
Girona;Promedio de estancias/enfermo;1992;15,59
Girona;Promedio de estancias/enfermo;1991;16,24
Girona;Índice de rotación;2000;..
Girona;Índice de rotación;1999;..
Girona;Índice de rotación;1998;..
Girona;Índice de rotación;1997;26,55
Girona;Índice de rotación;1996;25,88
Girona;Índice de rotación;1995;25,07
Girona;Índice de rotación;1994;24,37
Girona;Índice de rotación;1993;21,43
Girona;Índice de rotación;1992;20,01
Girona;Índice de rotación;1991;19,04
Girona;Actos quirúrgicos/quirófano;2000;..
Girona;Actos quirúrgicos/quirófano;1999;..
Girona;Actos quirúrgicos/quirófano;1998;..
Girona;Actos quirúrgicos/quirófano;1997;1.084,82
Girona;Actos quirúrgicos/quirófano;1996;949,16
Girona;Actos quirúrgicos/quirófano;1995;993,59
Girona;Actos quirúrgicos/quirófano;1994;789,92
Girona;Actos quirúrgicos/quirófano;1993;801,00
Girona;Actos quirúrgicos/quirófano;1992;691,34
Girona;Actos quirúrgicos/quirófano;1991;706,52
Girona;Partos/camas de obstetricia;2000;..
Girona;Partos/camas de obstetricia;1999;..
Girona;Partos/camas de obstetricia;1998;..
Girona;Partos/camas de obstetricia;1997;48,45
Girona;Partos/camas de obstetricia;1996;43,49
Girona;Partos/camas de obstetricia;1995;44,04
Girona;Partos/camas de obstetricia;1994;47,99
Girona;Partos/camas de obstetricia;1993;45,24
Girona;Partos/camas de obstetricia;1992;40,78
Girona;Partos/camas de obstetricia;1991;48,35
Girona;Necropsias/1.000 fallecidos;2000;..
Girona;Necropsias/1.000 fallecidos;1999;..
Girona;Necropsias/1.000 fallecidos;1998;..
Girona;Necropsias/1.000 fallecidos;1997;44,16
Girona;Necropsias/1.000 fallecidos;1996;48,29
Girona;Necropsias/1.000 fallecidos;1995;44,88
Girona;Necropsias/1.000 fallecidos;1994;62,23
Girona;Necropsias/1.000 fallecidos;1993;57,43
Girona;Necropsias/1.000 fallecidos;1992;55,85
Girona;Necropsias/1.000 fallecidos;1991;47,30
Lleida;Grado de ocupación;2000;..
Lleida;Grado de ocupación;1999;..
Lleida;Grado de ocupación;1998;..
Lleida;Grado de ocupación;1997;77,38
Lleida;Grado de ocupación;1996;79,83
Lleida;Grado de ocupación;1995;76,95
Lleida;Grado de ocupación;1994;73,34
Lleida;Grado de ocupación;1993;73,40
Lleida;Grado de ocupación;1992;72,39
Lleida;Grado de ocupación;1991;72,75
Lleida;Promedio de estancias/enfermo;2000;..
Lleida;Promedio de estancias/enfermo;1999;..
Lleida;Promedio de estancias/enfermo;1998;..
Lleida;Promedio de estancias/enfermo;1997;10,38
Lleida;Promedio de estancias/enfermo;1996;10,36
Lleida;Promedio de estancias/enfermo;1995;9,68
Lleida;Promedio de estancias/enfermo;1994;9,47
Lleida;Promedio de estancias/enfermo;1993;9,97
Lleida;Promedio de estancias/enfermo;1992;9,90
Lleida;Promedio de estancias/enfermo;1991;9,75
Lleida;Índice de rotación;2000;..
Lleida;Índice de rotación;1999;..
Lleida;Índice de rotación;1998;..
Lleida;Índice de rotación;1997;27,22
Lleida;Índice de rotación;1996;28,12
Lleida;Índice de rotación;1995;29,00
Lleida;Índice de rotación;1994;28,25
Lleida;Índice de rotación;1993;26,87
Lleida;Índice de rotación;1992;26,69
Lleida;Índice de rotación;1991;27,25
Lleida;Actos quirúrgicos/quirófano;2000;..
Lleida;Actos quirúrgicos/quirófano;1999;..
Lleida;Actos quirúrgicos/quirófano;1998;..
Lleida;Actos quirúrgicos/quirófano;1997;873,60
Lleida;Actos quirúrgicos/quirófano;1996;855,86
Lleida;Actos quirúrgicos/quirófano;1995;936,46
Lleida;Actos quirúrgicos/quirófano;1994;826,88
Lleida;Actos quirúrgicos/quirófano;1993;811,58
Lleida;Actos quirúrgicos/quirófano;1992;783,00
Lleida;Actos quirúrgicos/quirófano;1991;880,04
Lleida;Partos/camas de obstetricia;2000;..
Lleida;Partos/camas de obstetricia;1999;..
Lleida;Partos/camas de obstetricia;1998;..
Lleida;Partos/camas de obstetricia;1997;47,29
Lleida;Partos/camas de obstetricia;1996;46,27
Lleida;Partos/camas de obstetricia;1995;46,84
Lleida;Partos/camas de obstetricia;1994;42,07
Lleida;Partos/camas de obstetricia;1993;44,09
Lleida;Partos/camas de obstetricia;1992;46,69
Lleida;Partos/camas de obstetricia;1991;44,65
Lleida;Necropsias/1.000 fallecidos;2000;..
Lleida;Necropsias/1.000 fallecidos;1999;..
Lleida;Necropsias/1.000 fallecidos;1998;..
Lleida;Necropsias/1.000 fallecidos;1997;24,13
Lleida;Necropsias/1.000 fallecidos;1996;23,19
Lleida;Necropsias/1.000 fallecidos;1995;22,25
Lleida;Necropsias/1.000 fallecidos;1994;38,50
Lleida;Necropsias/1.000 fallecidos;1993;69,59
Lleida;Necropsias/1.000 fallecidos;1992;35,87
Lleida;Necropsias/1.000 fallecidos;1991;95,53
Tarragona;Grado de ocupación;2000;..
Tarragona;Grado de ocupación;1999;..
Tarragona;Grado de ocupación;1998;..
Tarragona;Grado de ocupación;1997;84,74
Tarragona;Grado de ocupación;1996;82,43
Tarragona;Grado de ocupación;1995;82,96
Tarragona;Grado de ocupación;1994;82,80
Tarragona;Grado de ocupación;1993;83,58
Tarragona;Grado de ocupación;1992;80,97
Tarragona;Grado de ocupación;1991;78,41
Tarragona;Promedio de estancias/enfermo;2000;..
Tarragona;Promedio de estancias/enfermo;1999;..
Tarragona;Promedio de estancias/enfermo;1998;..
Tarragona;Promedio de estancias/enfermo;1997;14,84
Tarragona;Promedio de estancias/enfermo;1996;18,01
Tarragona;Promedio de estancias/enfermo;1995;18,02
Tarragona;Promedio de estancias/enfermo;1994;18,29
Tarragona;Promedio de estancias/enfermo;1993;19,93
Tarragona;Promedio de estancias/enfermo;1992;19,51
Tarragona;Promedio de estancias/enfermo;1991;20,46
Tarragona;Índice de rotación;2000;..
Tarragona;Índice de rotación;1999;..
Tarragona;Índice de rotación;1998;..
Tarragona;Índice de rotación;1997;20,84
Tarragona;Índice de rotación;1996;16,71
Tarragona;Índice de rotación;1995;16,81
Tarragona;Índice de rotación;1994;16,52
Tarragona;Índice de rotación;1993;15,31
Tarragona;Índice de rotación;1992;15,15
Tarragona;Índice de rotación;1991;13,99
Tarragona;Actos quirúrgicos/quirófano;2000;..
Tarragona;Actos quirúrgicos/quirófano;1999;..
Tarragona;Actos quirúrgicos/quirófano;1998;..
Tarragona;Actos quirúrgicos/quirófano;1997;918,77
Tarragona;Actos quirúrgicos/quirófano;1996;902,07
Tarragona;Actos quirúrgicos/quirófano;1995;742,83
Tarragona;Actos quirúrgicos/quirófano;1994;700,43
Tarragona;Actos quirúrgicos/quirófano;1993;681,61
Tarragona;Actos quirúrgicos/quirófano;1992;650,10
Tarragona;Actos quirúrgicos/quirófano;1991;587,45
Tarragona;Partos/camas de obstetricia;2000;..
Tarragona;Partos/camas de obstetricia;1999;..
Tarragona;Partos/camas de obstetricia;1998;..
Tarragona;Partos/camas de obstetricia;1997;39,35
Tarragona;Partos/camas de obstetricia;1996;39,32
Tarragona;Partos/camas de obstetricia;1995;38,22
Tarragona;Partos/camas de obstetricia;1994;38,53
Tarragona;Partos/camas de obstetricia;1993;41,17
Tarragona;Partos/camas de obstetricia;1992;37,30
Tarragona;Partos/camas de obstetricia;1991;33,67
Tarragona;Necropsias/1.000 fallecidos;2000;..
Tarragona;Necropsias/1.000 fallecidos;1999;..
Tarragona;Necropsias/1.000 fallecidos;1998;..
Tarragona;Necropsias/1.000 fallecidos;1997;57,34
Tarragona;Necropsias/1.000 fallecidos;1996;41,93
Tarragona;Necropsias/1.000 fallecidos;1995;38,96
Tarragona;Necropsias/1.000 fallecidos;1994;66,67
Tarragona;Necropsias/1.000 fallecidos;1993;41,94
Tarragona;Necropsias/1.000 fallecidos;1992;51,69
Tarragona;Necropsias/1.000 fallecidos;1991;40,86
Comunidad Valenciana;Grado de ocupación;2000;..
Comunidad Valenciana;Grado de ocupación;1999;..
Comunidad Valenciana;Grado de ocupación;1998;..
Comunidad Valenciana;Grado de ocupación;1997;75,27
Comunidad Valenciana;Grado de ocupación;1996;75,47
Comunidad Valenciana;Grado de ocupación;1995;74,81
Comunidad Valenciana;Grado de ocupación;1994;71,39
Comunidad Valenciana;Grado de ocupación;1993;72,92
Comunidad Valenciana;Grado de ocupación;1992;72,97
Comunidad Valenciana;Grado de ocupación;1991;73,00
Comunidad Valenciana;Promedio de estancias/enfermo;2000;..
Comunidad Valenciana;Promedio de estancias/enfermo;1999;..
Comunidad Valenciana;Promedio de estancias/enfermo;1998;..
Comunidad Valenciana;Promedio de estancias/enfermo;1997;7,28
Comunidad Valenciana;Promedio de estancias/enfermo;1996;7,72
Comunidad Valenciana;Promedio de estancias/enfermo;1995;8,07
Comunidad Valenciana;Promedio de estancias/enfermo;1994;8,02
Comunidad Valenciana;Promedio de estancias/enfermo;1993;8,64
Comunidad Valenciana;Promedio de estancias/enfermo;1992;8,63
Comunidad Valenciana;Promedio de estancias/enfermo;1991;9,16
Comunidad Valenciana;Índice de rotación;2000;..
Comunidad Valenciana;Índice de rotación;1999;..
Comunidad Valenciana;Índice de rotación;1998;..
Comunidad Valenciana;Índice de rotación;1997;37,76
Comunidad Valenciana;Índice de rotación;1996;35,68
Comunidad Valenciana;Índice de rotación;1995;33,85
Comunidad Valenciana;Índice de rotación;1994;32,47
Comunidad Valenciana;Índice de rotación;1993;30,79
Comunidad Valenciana;Índice de rotación;1992;30,85
Comunidad Valenciana;Índice de rotación;1991;29,08
Comunidad Valenciana;Actos quirúrgicos/quirófano;2000;..
Comunidad Valenciana;Actos quirúrgicos/quirófano;1999;..
Comunidad Valenciana;Actos quirúrgicos/quirófano;1998;..
Comunidad Valenciana;Actos quirúrgicos/quirófano;1997;956,55
Comunidad Valenciana;Actos quirúrgicos/quirófano;1996;928,91
Comunidad Valenciana;Actos quirúrgicos/quirófano;1995;918,09
Comunidad Valenciana;Actos quirúrgicos/quirófano;1994;817,77
Comunidad Valenciana;Actos quirúrgicos/quirófano;1993;724,36
Comunidad Valenciana;Actos quirúrgicos/quirófano;1992;768,48
Comunidad Valenciana;Actos quirúrgicos/quirófano;1991;754,53
Comunidad Valenciana;Partos/camas de obstetricia;2000;..
Comunidad Valenciana;Partos/camas de obstetricia;1999;..
Comunidad Valenciana;Partos/camas de obstetricia;1998;..
Comunidad Valenciana;Partos/camas de obstetricia;1997;48,67
Comunidad Valenciana;Partos/camas de obstetricia;1996;48,91
Comunidad Valenciana;Partos/camas de obstetricia;1995;47,15
Comunidad Valenciana;Partos/camas de obstetricia;1994;43,93
Comunidad Valenciana;Partos/camas de obstetricia;1993;41,53
Comunidad Valenciana;Partos/camas de obstetricia;1992;47,80
